讀取 graph IO 失敗（將以空 feeds 繼續）：No module named 'onnx'
InferenceSession 建立失敗：[ONNXRuntimeError] : 6 : RUNTIME_EXCEPTION : Exception during initialization: unordered_map::at
2026-07-26 07:56:02.007333777 [I:onnxruntime:, inference_session.cc:583 TraceSessionOptions] Session Options {  execution_mode:0 execution_order:DEFAULT enable_profiling:0 optimized_model_filepath:"" enable_mem_pattern:1 enable_mem_reuse:1 enable_cpu_mem_arena:1 profile_file_prefix:onnxruntime_profile_ session_logid: session_log_severity_level:-1 session_log_verbosity_level:0 max_num_graph_transformation_steps:10 graph_optimization_level:3 intra_op_param:OrtThreadPoolParams { thread_pool_size: 0 auto_set_affinity: 0 allow_spinning: 1 dynamic_block_base_: 0 stack_size: 0 affinity_str:  set_denormal_as_zero: 0 } inter_op_param:OrtThreadPoolParams { thread_pool_size: 0 auto_set_affinity: 0 allow_spinning: 1 dynamic_block_base_: 0 stack_size: 0 affinity_str:  set_denormal_as_zero: 0 } use_per_session_threads:1 thread_pool_allow_spinning:1 use_deterministic_compute:0 config_options: {  } }
2026-07-26 07:56:03.016517238 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.37/self_attn/Shape_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016521161 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/tp_encoders.9/self_attn/Unsqueeze_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016525392 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.37/self_attn/Gather_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016529700 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.37/self_attn/Shape_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016534854 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.37/self_attn/Unsqueeze_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016538931 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.37/self_attn/Gather_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016542700 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/tp_encoders.9/self_attn/Shape_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016546777 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.37/self_attn/Unsqueeze_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016550392 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.37/self_attn/Gather_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016554085 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.37/self_attn/Shape_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016558623 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.36/self_attn/Unsqueeze_6_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016563162 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.36/self_attn/Unsqueeze_7_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016566700 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.36/self_attn/Shape_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016571777 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.36/self_attn/Gather_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016575700 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.36/self_attn/Gather_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016580316 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.36/self_attn/Shape_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016586162 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.35/self_attn/Unsqueeze_6_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016590316 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/tp_encoders.5/self_attn/Shape_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016594085 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.35/self_attn/Shape_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016598316 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.35/self_attn/Gather_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016602623 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.35/self_attn/Gather_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016606623 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.35/self_attn/Gather_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016609854 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.35/self_attn/Shape_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016614393 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.34/self_attn/Unsqueeze_6_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016618316 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.34/self_attn/Gather_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016622162 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.34/self_attn/Shape_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016627008 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.34/self_attn/Unsqueeze_7_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016630547 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.34/self_attn/Shape_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016634162 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.34/self_attn/Unsqueeze_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016638162 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.34/self_attn/Gather_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016642393 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.34/self_attn/Unsqueeze_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016646547 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/tp_encoders.1/self_attn/Unsqueeze_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016650008 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.34/self_attn/Shape_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016654624 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.33/self_attn/Gather_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016658777 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.33/self_attn/Unsqueeze_7_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016663008 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.33/self_attn/Gather_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016667777 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.33/self_attn/Gather_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016671931 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.32/self_attn/Unsqueeze_6_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016678316 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.32/self_attn/Gather_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016682624 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.32/self_attn/Shape_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016687701 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.32/self_attn/Unsqueeze_7_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016691239 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.32/self_attn/Gather_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016694470 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.32/self_attn/Shape_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016698624 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.32/self_attn/Unsqueeze_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016702778 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.32/self_attn/Unsqueeze_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016706547 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.45/self_attn/Gather_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016710239 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.32/self_attn/Gather_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016714085 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.32/self_attn/Shape_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016718393 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.31/self_attn/Unsqueeze_6_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016722239 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.31/self_attn/Shape_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016726855 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.31/self_attn/Unsqueeze_7_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016731701 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.31/self_attn/Gather_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016735778 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.31/self_attn/Unsqueeze_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016739855 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.31/self_attn/Gather_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016743778 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.31/self_attn/Shape_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016749393 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.30/self_attn/Unsqueeze_7_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016754393 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.30/self_attn/Gather_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016758239 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.30/self_attn/Shape_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016762393 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.30/self_attn/Gather_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016766163 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.30/self_attn/Unsqueeze_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016770163 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.43/self_attn/Unsqueeze_6_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016773855 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.30/self_attn/Gather_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016777701 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.30/self_attn/Shape_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016781932 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.29/self_attn/Unsqueeze_6_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016785855 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.29/self_attn/Gather_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016789470 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.29/self_attn/Shape_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016793009 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.48/self_attn/Unsqueeze_6_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016797470 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.29/self_attn/Unsqueeze_7_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016802086 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.29/self_attn/Gather_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016805394 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.29/self_attn/Shape_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016809932 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.29/self_attn/Unsqueeze_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016813778 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.29/self_attn/Unsqueeze_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016817701 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.29/self_attn/Gather_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016821624 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.28/self_attn/Unsqueeze_6_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016825317 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.28/self_attn/Gather_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016829009 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.28/self_attn/Shape_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016834394 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.28/self_attn/Unsqueeze_7_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016838548 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.28/self_attn/Shape_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016842240 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/tp_encoders.5/self_attn/Unsqueeze_7_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016847086 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.28/self_attn/Unsqueeze_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016850701 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.28/self_attn/Gather_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016854855 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.28/self_attn/Unsqueeze_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016859240 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.28/self_attn/Gather_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016863317 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.28/self_attn/Shape_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016867778 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.27/self_attn/Unsqueeze_6_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016871625 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.27/self_attn/Gather_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016875240 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.27/self_attn/Shape_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016879932 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.27/self_attn/Unsqueeze_7_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016883855 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.27/self_attn/Gather_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016888317 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.27/self_attn/Unsqueeze_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016892163 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.27/self_attn/Gather_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016896086 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.27/self_attn/Unsqueeze_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016899625 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.26/self_attn/Unsqueeze_6_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016903856 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.26/self_attn/Shape_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016908856 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.26/self_attn/Gather_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016912779 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.26/self_attn/Shape_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016917856 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.26/self_attn/Gather_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016922317 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.26/self_attn/Unsqueeze_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016925933 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.26/self_attn/Gather_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016929625 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.26/self_attn/Shape_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016934394 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/tp_encoders.6/self_attn/Gather_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016938240 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.25/self_attn/Unsqueeze_6_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016941933 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.25/self_attn/Gather_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016946471 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.25/self_attn/Unsqueeze_7_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016950471 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.25/self_attn/Gather_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016954163 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.25/self_attn/Shape_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016958010 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.25/self_attn/Unsqueeze_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016961933 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.25/self_attn/Gather_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016965240 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.25/self_attn/Gather_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016968933 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.25/self_attn/Shape_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016973317 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.24/self_attn/Unsqueeze_6_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016977394 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.24/self_attn/Gather_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016981240 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.24/self_attn/Shape_2_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016985317 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.24/self_attn/Unsqueeze_7_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016989010 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.24/self_attn/Gather_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016992394 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.24/self_attn/Shape_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.016998548 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.24/self_attn/Unsqueeze_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.017003087 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.24/self_attn/Gather_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.017006779 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.24/self_attn/Unsqueeze_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.017010856 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.24/self_attn/Gather_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.017014471 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.24/self_attn/Shape_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.017018933 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.23/self_attn/Unsqueeze_6_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.017023702 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.23/self_attn/Unsqueeze_7_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.017027471 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.23/self_attn/Gather_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.017031087 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.23/self_attn/Shape_3_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.017036395 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.23/self_attn/Unsqueeze_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.017040164 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/tp_encoders.15/self_attn/Gather_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.017044010 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.23/self_attn/Gather_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.017047472 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.23/self_attn/Unsqueeze_1_output_0'. It is no longer used by any node.
2026-07-26 07:56:03.017051318 [I:onnxruntime:, graph.cc:4288 CleanUnusedInitializersAndNodeArgs] Removing initializer '/encoder/encoders.23/self_attn/Gather_1_output_0'. It is no longer used by any node.
